"document_id","gstruct_id","gsent_id","ganalysis","gtoken_id","gseq_id","ghead_uniq","div_book","div_chapter","div_section","gform","low_un","translit","glemma","bgmpos","postag","relation","gsint_id","ghead_int"
"0031-003",518888,594,"manual",110132561,_,0,"1","9","9-33",",",_,_,"_",_,"u--------","AuxX",_,_
"0031-003",518888,594,"manual",110132562,_,110132563,"1","9","9-33","καλόν",_,_,"καλός",_,"a-s---nn-","PNOM",_,_
"0031-003",518888,594,"manual",110132563,_,110132568,"1","9","9-33","ἐστιν",_,_,"εἰμί",_,"v3spia---","OBJ_CO",_,_
"0031-003",518888,594,"manual",110132564,_,110132566,"1","9","9-33","ἡμᾶς",_,_,"ἐγώ",_,"p1p---ca-","SBJ",_,_
"0031-003",518888,594,"manual",110132565,_,110132566,"1","9","9-33","ὧδε",_,_,"ὧδε",_,"d--------","PNOM",_,_
"0031-003",518888,594,"manual",110132566,_,110132563,"1","9","9-33","εἶναι",_,_,"εἰμί",_,"v--pna---","OBJ",_,_
"0031-003",518888,594,"manual",110132567,_,0,"1","9","9-33",",",_,_,"_",_,"u--------","AuxX",_,_
"0031-003",518888,594,"manual",110132568,_,110132553,"1","9","9-33","καὶ",_,_,"καί",_,"b--------","COORD",_,_
"0031-003",518888,594,"manual",110132569,_,110132568,"1","9","9-33","ποιήσωμεν",_,_,"ποιέω",_,"v1pasa---","OBJ_CO",_,_
"0031-003",518888,594,"manual",110132570,_,110132569,"1","9","9-33","σκηνὰς",_,_,"σκηνή",_,"n-p---fa-","OBJ",_,_
"0031-003",518888,594,"manual",110132571,_,110132570,"1","9","9-33","τρεῖς",_,_,"τρεῖς",_,"m-p---fa-","ATR",_,_
"0031-003",518888,594,"manual",110132572,_,0,"1","9","9-33",",",_,_,"_",_,"u--------","AuxX",_,_
"0031-003",518888,594,"manual",110132573,_,1000016733,"1","9","9-33","μίαν",_,_,"εἷς",_,"m-s---fa-","OBJ",_,_
"0031-003",518888,594,"manual",110132574,_,1000016733,"1","9","9-33","σοὶ",_,_,"σύ",_,"p2s---cd-","OBJ",_,_
"0031-003",518888,594,"manual",110132575,_,110132578,"1","9","9-33","καὶ",_,_,"καί",_,"b--------","AuxY",_,_
"0031-003",518888,594,"manual",110132576,_,1000016734,"1","9","9-33","μίαν",_,_,"εἷς",_,"m-s---fa-","OBJ",_,_
"0031-003",518888,594,"manual",110132577,_,1000016734,"1","9","9-33","Μωϋσεῖ",_,_,"Μωϋσῆς",_,"n-s---md-","OBJ",_,_
"0031-003",518888,594,"manual",110132578,_,110132569,"1","9","9-33","καὶ",_,_,"καί",_,"b--------","COORD",_,_
"0031-003",518888,594,"manual",110132579,_,1000016735,"1","9","9-33","μίαν",_,_,"εἷς",_,"m-s---fa-","OBJ",_,_
"0031-003",518888,594,"manual",110132580,_,1000016735,"1","9","9-33","Ἡλείᾳ",_,_,"Ἡλίας",_,"n-s---md-","OBJ",_,_
"0031-003",518888,594,"manual",110132581,_,0,"1","9","9-33",",",_,_,"_",_,"u--------","AuxX",_,_
"0031-003",518888,594,"manual",110132582,_,110132583,"1","9","9-33","μὴ",_,_,"μή",_,"d--------","AuxZ",_,_
"0031-003",518888,594,"manual",110132583,_,110132553,"1","9","9-33","εἰδὼς",_,_,"οἶδα",_,"v-srpamn-","ADV",_,_
"0031-003",518888,594,"manual",110132584,_,110132585,"1","9","9-33","ὃ",_,_,"ὅς",_,"p-s---na-","OBJ",_,_
"0031-003",518888,594,"manual",110132585,_,110132583,"1","9","9-33","λέγει",_,_,"λέγω",_,"v3spia---","OBJ",_,_
"0031-003",518888,594,"manual",110132586,_,0,"1","9","9-33",".",_,_,"_",_,"u--------","AuxK",_,_
"0031-003",518888,594,"manual",1000016735,_,110132578,"1","9","9-33","E",_,_,"_",_,"z--------","APOS_CO",_,_
"0031-003",518888,594,"manual",1000016734,_,110132578,"1","9","9-33","E",_,_,"_",_,"z--------","APOS_CO",_,_
"0031-003",518888,594,"manual",1000016733,_,110132578,"1","9","9-33","E",_,_,"_",_,"z--------","APOS_CO",_,_
"0031-003",518889,595,"manual",110132587,_,110132590,"1","9","9-34","ταῦτα",_,_,"οὗτος",_,"p-p---na-","OBJ",_,_
"0031-003",518889,595,"manual",110132588,_,110132591,"1","9","9-34","δὲ",_,_,"δέ",_,"b--------","AuxY",_,_
"0031-003",518889,595,"manual",110132589,_,110132590,"1","9","9-34","αὐτοῦ",_,_,"αὐτός",_,"p-s---mg-","SBJ",_,_
"0031-003",518889,595,"manual",110132590,_,110132591,"1","9","9-34","λέγοντος",_,_,"λέγω",_,"v-sppamg-","ADV",_,_
"0031-003",518889,595,"manual",110132591,_,110132593,"1","9","9-34","ἐγένετο",_,_,"γίγνομαι",_,"v3saim---","PRED_CO",_,_
"0031-003",518889,595,"manual",110132592,_,110132591,"1","9","9-34","νεφέλη",_,_,"νεφέλη",_,"n-s---fn-","SBJ",_,_
"0031-003",518889,595,"manual",110132593,_,0,"1","9","9-34","καὶ",_,_,"καί",_,"b--------","COORD",_,_
"0031-003",518889,595,"manual",110132594,_,110132593,"1","9","9-34","ἐπεσκίαζεν",_,_,"ἐπισκιάζω",_,"v3siia---","PRED_CO",_,_
"0031-003",518889,595,"manual",110132595,_,110132594,"1","9","9-34","αὐτούς",_,_,"αὐτός",_,"p-p---ma-","OBJ",_,_
"0031-003",518889,595,"manual",110132596,_,0,"1","9","9-34","·",_,_,"_",_,"u--------","AuxK",_,_
"0031-003",518890,596,"manual",110132597,_,0,"1","9","9-34","ἐφοβήθησαν",_,_,"φοβέω",_,"v3paip---","PRED",_,_
"0031-003",518890,596,"manual",110132598,_,110132597,"1","9","9-34","δὲ",_,_,"δέ",_,"b--------","AuxY",_,_
"0031-003",518890,596,"manual",110132599,_,110132597,"1","9","9-34","ἐν",_,_,"ἐν",_,"r--------","AuxP",_,_
"0031-003",518890,596,"manual",110132600,_,110132601,"1","9","9-34","τῷ",_,_,"ὁ",_,"l-s---md-","ATR",_,_
"0031-003",518890,596,"manual",110132601,_,110132599,"1","9","9-34","εἰσελθεῖν",_,_,"εἰσέρχομαι",_,"v--ana---","ADV",_,_
"0031-003",518890,596,"manual",110132602,_,110132601,"1","9","9-34","αὐτοὺς",_,_,"αὐτός",_,"p-p---ma-","SBJ",_,_
"0031-003",518890,596,"manual",110132603,_,110132601,"1","9","9-34","εἰς",_,_,"εἰς",_,"r--------","AuxP",_,_
"0031-003",518890,596,"manual",110132604,_,110132605,"1","9","9-34","τὴν",_,_,"ὁ",_,"l-s---fa-","ATR",_,_
"0031-003",518890,596,"manual",110132605,_,110132603,"1","9","9-34","νεφέλην",_,_,"νεφέλη",_,"n-s---fa-","OBJ",_,_
"0031-003",518890,596,"manual",110132606,_,0,"1","9","9-34",".",_,_,"_",_,"u--------","AuxK",_,_
"0031-003",518891,597,"manual",110132607,_,110132609,"1","9","9-35","καὶ",_,_,"καί",_,"d--------","AuxZ",_,_
"0031-003",518891,597,"manual",110132608,_,110132609,"1","9","9-35","φωνὴ",_,_,"φωνή",_,"n-s---fn-","SBJ",_,_
"0031-003",518891,597,"manual",110132609,_,0,"1","9","9-35","ἐγένετο",_,_,"γίγνομαι",_,"v3saim---","PRED",_,_
"0031-003",518891,597,"manual",110132610,_,110132609,"1","9","9-35","ἐκ",_,_,"ἐκ",_,"r--------","AuxP",_,_
"0031-003",518891,597,"manual",110132611,_,110132612,"1","9","9-35","τῆς",_,_,"ὁ",_,"l-s---fg-","ATR",_,_
"0031-003",518891,597,"manual",110132612,_,110132610,"1","9","9-35","νεφέλης",_,_,"νεφέλη",_,"n-s---fg-","ADV",_,_
"0031-003",518891,597,"manual",110132613,_,110132609,"1","9","9-35","λέγουσα",_,_,"λέγω",_,"v-sppafn-","ADV",_,_
"0031-003",518891,597,"manual",110132614,_,0,"1","9","9-35","·",_,_,"_",_,"u--------","AuxK",_,_
"0031-003",518892,598,"manual",110132615,_,110132616,"1","9","9-35","οὗτός",_,_,"οὗτος",_,"p-s---mn-","SBJ",_,_
"0031-003",518892,598,"manual",110132616,_,110132622,"1","9","9-35","ἐστιν",_,_,"εἰμί",_,"v3spia---","PRED_CO",_,_
"0031-003",518892,598,"manual",110132617,_,110132618,"1","9","9-35","ὁ",_,_,"ὁ",_,"l-s---mn-","ATR",_,_
"0031-003",518892,598,"manual",110132618,_,110132616,"1","9","9-35","υἱός",_,_,"υἱός",_,"n-s---mn-","PNOM",_,_
"0031-003",518892,598,"manual",110132619,_,110132618,"1","9","9-35","μου",_,_,"ἐγώ",_,"p1s---cg-","ATR",_,_
"0031-003",518892,598,"manual",110132620,_,110132621,"1","9","9-35","ὁ",_,_,"ὁ",_,"l-s---mn-","ATR",_,_
"0031-003",518892,598,"manual",110132621,_,110132618,"1","9","9-35","ἐκλελεγμένος",_,_,"ἐκλέγω",_,"v-srpmmn-","APOS",_,_
"0031-003",518892,598,"manual",110132622,_,0,"1","9","9-35",",",_,_,"_",_,"u--------","COORD",_,_
"0031-003",518892,598,"manual",110132623,_,110132624,"1","9","9-35","αὐτοῦ",_,_,"αὐτός",_,"p-s---mg-","OBJ",_,_
"0031-003",518892,598,"manual",110132624,_,110132622,"1","9","9-35","ἀκούετε",_,_,"ἀκούω",_,"v2ppma---","PRED_CO",_,_
"0031-003",518892,598,"manual",110132625,_,0,"1","9","9-35",".",_,_,"_",_,"u--------","AuxK",_,_
"0031-003",518893,599,"manual",110132626,_,110132632,"1","9","9-36","καὶ",_,_,"καί",_,"d--------","AuxZ",_,_
"0031-003",518893,599,"manual",110132627,_,110132632,"1","9","9-36","ἐν",_,_,"ἐν",_,"r--------","AuxP",_,_
"0031-003",518893,599,"manual",110132628,_,110132629,"1","9","9-36","τῷ",_,_,"ὁ",_,"l-s---md-","ATR",_,_
"0031-003",518893,599,"manual",110132629,_,110132627,"1","9","9-36","γενέσθαι",_,_,"γίγνομαι",_,"v--anm---","ADV",_,_
"0031-003",518893,599,"manual",110132630,_,110132631,"1","9","9-36","τὴν",_,_,"ὁ",_,"l-s---fa-","ATR",_,_
"0031-003",518893,599,"manual",110132631,_,110132629,"1","9","9-36","φωνὴν",_,_,"φωνή",_,"n-s---fa-","SBJ",_,_
"0031-003",518893,599,"manual",110132632,_,0,"1","9","9-36","εὑρέθη",_,_,"εὑρίσκω",_,"v3saip---","PRED",_,_
"0031-003",518893,599,"manual",110132633,_,110132632,"1","9","9-36","Ἰησοῦς",_,_,"Ἰησοῦς",_,"n-s---mn-","SBJ",_,_
"0031-003",518893,599,"manual",110132634,_,110132632,"1","9","9-36","μόνος",_,_,"μόνος",_,"a-s---mn-","PNOM",_,_
"0031-003",518893,599,"manual",110132635,_,0,"1","9","9-36",".",_,_,"_",_,"u--------","AuxK",_,_
"0031-003",518894,600,"manual",110132636,_,110132638,"1","9","9-36","καὶ",_,_,"καί",_,"d--------","AuxZ",_,_
"0031-003",518894,600,"manual",110132637,_,110132638,"1","9","9-36","αὐτοὶ",_,_,"αὐτός",_,"p-p---mn-","SBJ",_,_
"0031-003",518894,600,"manual",110132638,_,110132639,"1","9","9-36","ἐσίγησαν",_,_,"σιγάω",_,"v3paia---","PRED_CO",_,_
"0031-003",518894,600,"manual",110132639,_,0,"1","9","9-36","καὶ",_,_,"καί",_,"b--------","COORD",_,_
"0031-003",518894,600,"manual",110132640,_,110132641,"1","9","9-36","οὐδενὶ",_,_,"οὐδείς",_,"p-s---md-","OBJ",_,_
"0031-003",518894,600,"manual",110132641,_,110132639,"1","9","9-36","ἀπήγγειλαν",_,_,"ἀπαγγέλλω",_,"v3paia---","PRED_CO",_,_
"0031-003",518894,600,"manual",110132642,_,110132641,"1","9","9-36","ἐν",_,_,"ἐν",_,"r--------","AuxP",_,_
"0031-003",518894,600,"manual",110132643,_,110132645,"1","9","9-36","ἐκείναις",_,_,"ἐκεῖνος",_,"p-p---fd-","ATR",_,_
"0031-003",518894,600,"manual",110132644,_,110132645,"1","9","9-36","ταῖς",_,_,"ὁ",_,"l-p---fd-","ATR",_,_
"0031-003",518894,600,"manual",110132645,_,110132642,"1","9","9-36","ἡμέραις",_,_,"ἡμέρα",_,"n-p---fd-","ADV",_,_
"0031-003",518894,600,"manual",110132646,_,110132641,"1","9","9-36","οὐδὲν",_,_,"οὐδείς",_,"p-s---na-","OBJ",_,_
"0031-003",518894,600,"manual",110132647,_,110132648,"1","9","9-36","ὧν",_,_,"ὅς",_,"p-p---mg-","OBJ",_,_
"0031-003",518894,600,"manual",110132648,_,110132646,"1","9","9-36","ἑώρακαν",_,_,"ὁράω",_,"v3pria---","ATR",_,_
"0031-003",518894,600,"manual",110132649,_,0,"1","9","9-36",".",_,_,"_",_,"u--------","AuxK",_,_
"0031-003",518895,601,"manual",110132650,_,0,"1","9","9-37","ἐγένετο",_,_,"γίγνομαι",_,"v3saim---","PRED",_,_
"0031-003",518895,601,"manual",110132651,_,110132650,"1","9","9-37","δὲ",_,_,"δέ",_,"b--------","AuxY",_,_
"0031-003",518895,601,"manual",110132652,_,110132653,"1","9","9-37","τῇ",_,_,"ὁ",_,"l-s---fd-","ATR",_,_
"0031-003",518895,601,"manual",110132653,_,110132650,"1","9","9-37","ἑξῆς",_,_,"ἑξῆς",_,"d--------","ADV",_,_
"0031-003",518895,601,"manual",110132654,_,110132653,"1","9","9-37","ἡμέρᾳ",_,_,"ἡμέρα",_,"n-s---fd-","OBJ",_,_
"0031-003",518895,601,"manual",110132655,_,110132650,"1","9","9-37","κατελθόντων",_,_,"κατέρχομαι",_,"v-papamg-","ADV",_,_
"0031-003",518895,601,"manual",110132656,_,110132655,"1","9","9-37","αὐτῶν",_,_,"αὐτός",_,"p-p---mg-","SBJ",_,_
"0031-003",518895,601,"manual",110132657,_,110132655,"1","9","9-37","ἀπὸ",_,_,"ἀπό",_,"r--------","AuxP",_,_
"0031-003",518895,601,"manual",110132658,_,110132659,"1","9","9-37","τοῦ",_,_,"ὁ",_,"l-s---mg-","ATR",_,_
"0031-003",518895,601,"manual",110132659,_,110132657,"1","9","9-37","ὄρους",_,_,"ὄρος",_,"n-s---ng-","OBJ",_,_
"0031-003",518895,601,"manual",110132660,_,110132650,"1","9","9-37","συνήντησεν",_,_,"συναντάω",_,"v3saia---","OBJ",_,_
"0031-003",518895,601,"manual",110132661,_,110132660,"1","9","9-37","αὐτῷ",_,_,"αὐτός",_,"p-s---md-","OBJ",_,_
"0031-003",518895,601,"manual",110132662,_,110132660,"1","9","9-37","ὄχλος",_,_,"ὄχλος",_,"n-s---mn-","SBJ",_,_
"0031-003",518895,601,"manual",110132663,_,110132662,"1","9","9-37","πολύς",_,_,"πολύς",_,"a-s---mn-","ATR",_,_
"0031-003",518895,601,"manual",110132664,_,0,"1","9","9-37",".",_,_,"_",_,"u--------","AuxK",_,_
"0031-003",518896,602,"manual",110132665,_,110132671,"1","9","9-38","καὶ",_,_,"καί",_,"d--------","AuxZ",_,_
"0031-003",518896,602,"manual",110132666,_,0,"1","9","9-38","ἰδοὺ",_,_,"ἰδού",_,"i--------","ExD",_,_
"0031-003",518896,602,"manual",110132667,_,110132671,"1","9","9-38","ἀνὴρ",_,_,"ἀνήρ",_,"n-s---mn-","SBJ",_,_
"0031-003",518896,602,"manual",110132668,_,110132667,"1","9","9-38","ἀπὸ",_,_,"ἀπό",_,"r--------","AuxP",_,_
"0031-003",518896,602,"manual",110132669,_,110132670,"1","9","9-38","τοῦ",_,_,"ὁ",_,"l-s---mg-","ATR",_,_
"0031-003",518896,602,"manual",110132670,_,110132668,"1","9","9-38","ὄχλου",_,_,"ὄχλος",_,"n-s---mg-","ATR",_,_
"0031-003",518896,602,"manual",110132671,_,0,"1","9","9-38","ἐβόησεν",_,_,"βοάω",_,"v3saia---","PRED",_,_
"0031-003",518896,602,"manual",110132672,_,110132671,"1","9","9-38","λέγων",_,_,"λέγω",_,"v-sppamn-","ADV",_,_
"0031-003",518896,602,"manual",110132673,_,0,"1","9","9-38","·",_,_,"_",_,"u--------","AuxK",_,_
"0031-003",518897,603,"manual",110132674,_,110132689,"1","9","9-38","διδάσκαλε",_,_,"διδάσκαλος",_,"n-s---mv-","ExD",_,_
"0031-003",518897,603,"manual",110132675,_,0,"1","9","9-38",",",_,_,"_",_,"u--------","AuxX",_,_
"0031-003",518897,603,"manual",110132676,_,110132689,"1","9","9-38","δέομαί",_,_,"δέω",_,"v1spim---","PRED_CO",_,_
"0031-003",518897,603,"manual",110132677,_,110132676,"1","9","9-38","σου",_,_,"σύ",_,"p2s---cg-","OBJ",_,_
"0031-003",518897,603,"manual",110132678,_,110132676,"1","9","9-38","ἐπιβλέψαι",_,_,"ἐπιβλέπω",_,"v--ana---","OBJ",_,_
"0031-003",518897,603,"manual",110132679,_,110132678,"1","9","9-38","ἐπὶ",_,_,"ἐπί",_,"r--------","AuxP",_,_
"0031-003",518897,603,"manual",110132680,_,110132681,"1","9","9-38","τὸν",_,_,"ὁ",_,"l-s---ma-","ATR",_,_
"0031-003",518897,603,"manual",110132681,_,110132679,"1","9","9-38","υἱόν",_,_,"υἱός",_,"n-s---ma-","OBJ",_,_
"0031-003",518897,603,"manual",110132682,_,110132681,"1","9","9-38","μου",_,_,"ἐγώ",_,"p1s---cg-","ATR",_,_
"0031-003",518897,603,"manual",110132683,_,0,"1","9","9-38",",",_,_,"_",_,"u--------","AuxX",_,_
"0031-003",518897,603,"manual",110132684,_,110132676,"1","9","9-38","ὅτι",_,_,"ὅτι",_,"c--------","AuxC",_,_
"0031-003",518897,603,"manual",110132685,_,110132687,"1","9","9-38","μονογενής",_,_,"μονογενής",_,"a-s---mn-","PNOM",_,_
"0031-003",518897,603,"manual",110132686,_,110132687,"1","9","9-38","μοί",_,_,"ἐγώ",_,"p1s---cd-","OBJ",_,_
"0031-003",518897,603,"manual",110132687,_,110132684,"1","9","9-38","ἐστιν",_,_,"εἰμί",_,"v3spia---","ADV",_,_
"0031-003",518897,603,"manual",110132688,_,0,"1","9","9-38",",",_,_,"_",_,"u--------","AuxX",_,_
"0031-003",518897,603,"manual",110132689,_,0,"1","9","9-39","καὶ",_,_,"καί",_,"b--------","COORD",_,_
"0031-003",518897,603,"manual",110132690,_,0,"1","9","9-39","ἰδοὺ",_,_,"ἰδού",_,"i--------","ExD",_,_
"0031-003",518897,603,"manual",110132691,_,110132692,"1","9","9-39","πνεῦμα",_,_,"πνεῦμα",_,"n-s---nn-","SBJ",_,_
"0031-003",518897,603,"manual",110132692,_,110132703,"1","9","9-39","λαμβάνει",_,_,"λαμβάνω",_,"v3spia---","PRED_CO",_,_
"0031-003",518897,603,"manual",110132693,_,110132692,"1","9","9-39","αὐτόν",_,_,"αὐτός",_,"p-s---ma-","OBJ",_,_
"0031-003",518897,603,"manual",110132694,_,110132703,"1","9","9-39","καὶ",_,_,"καί",_,"b--------","AuxY",_,_
"0031-003",518897,603,"manual",110132695,_,110132696,"1","9","9-39","ἐξαίφνης",_,_,"ἐξαίφνης",_,"d--------","ADV",_,_
"0031-003",518897,603,"manual",110132696,_,110132703,"1","9","9-39","κράζει",_,_,"κράζω",_,"v3spia---","PRED_CO",_,_
"0031-003",518897,603,"manual",110132697,_,110132703,"1","9","9-39","καὶ",_,_,"καί",_,"b--------","AuxY",_,_
"0031-003",518897,603,"manual",110132698,_,110132703,"1","9","9-39","σπαράσσει",_,_,"σπαράσσω",_,"v3spia---","PRED_CO",_,_
"0031-003",518897,603,"manual",110132699,_,110132698,"1","9","9-39","αὐτὸν",_,_,"αὐτός",_,"p-s---ma-","OBJ",_,_
"0031-003",518897,603,"manual",110132700,_,110132698,"1","9","9-39","μετὰ",_,_,"μετά",_,"r--------","AuxP",_,_
"0031-003",518897,603,"manual",110132701,_,110132700,"1","9","9-39","ἀφροῦ",_,_,"ἀφρός",_,"n-s---mg-","ADV",_,_
"0031-003",518897,603,"manual",110132702,_,0,"1","9","9-39",",",_,_,"_",_,"u--------","AuxX",_,_
"0031-003",518897,603,"manual",110132703,_,110132689,"1","9","9-39","καὶ",_,_,"καί",_,"b--------","COORD",_,_
"0031-003",518897,603,"manual",110132704,_,110132705,"1","9","9-39","μόγις",_,_,"μόγις",_,"d--------","ADV",_,_
"0031-003",518897,603,"manual",110132705,_,110132703,"1","9","9-39","ἀποχωρεῖ",_,_,"ἀποχωρέω",_,"v3spia---","PRED_CO",_,_
"0031-003",518897,603,"manual",110132706,_,110132705,"1","9","9-39","ἀπ’",_,_,"ἀπό",_,"r--------","AuxP",_,_
"0031-003",518897,603,"manual",110132707,_,110132706,"1","9","9-39","αὐτοῦ",_,_,"αὐτός",_,"p-s---mg-","OBJ",_,_
"0031-003",518897,603,"manual",110132708,_,110132705,"1","9","9-39","συντρῖβον",_,_,"συντρίβω",_,"v-sppann-","ADV",_,_
"0031-003",518897,603,"manual",110132709,_,110132708,"1","9","9-39","αὐτόν",_,_,"αὐτός",_,"p-s---ma-","OBJ",_,_
"0031-003",518897,603,"manual",110132710,_,0,"1","9","9-39",".",_,_,"_",_,"u--------","AuxK",_,_
"0031-003",518898,604,"manual",110132711,_,110132712,"1","9","9-40","καὶ",_,_,"καί",_,"d--------","AuxZ",_,_
"0031-003",518898,604,"manual",110132712,_,110132720,"1","9","9-40","ἐδεήθην",_,_,"δέω",_,"v1saip---","PRED_CO",_,_
"0031-003",518898,604,"manual",110132713,_,110132714,"1","9","9-40","τῶν",_,_,"ὁ",_,"l-p---mg-","ATR",_,_
"0031-003",518898,604,"manual",110132714,_,110132712,"1","9","9-40","μαθητῶν",_,_,"μαθητής",_,"n-p---mg-","OBJ",_,_
"0031-003",518898,604,"manual",110132715,_,110132714,"1","9","9-40","σου",_,_,"σύ",_,"p2s---cg-","ATR",_,_
"0031-003",518898,604,"manual",110132716,_,110132712,"1","9","9-40","ἵνα",_,_,"ἵνα",_,"c--------","AuxC",_,_
"0031-003",518898,604,"manual",110132717,_,110132716,"1","9","9-40","ἐκβάλωσιν",_,_,"ἐκβάλλω",_,"v3pasa---","OBJ",_,_
"0031-003",518898,604,"manual",110132718,_,110132717,"1","9","9-40","αὐτό",_,_,"αὐτός",_,"p-s---na-","OBJ",_,_
"0031-003",518898,604,"manual",110132719,_,0,"1","9","9-40",",",_,_,"_",_,"u--------","AuxX",_,_
"0031-003",518898,604,"manual",110132720,_,0,"1","9","9-40","καὶ",_,_,"καί",_,"b--------","COORD",_,_
"0031-003",518898,604,"manual",110132721,_,110132722,"1","9","9-40","οὐκ",_,_,"οὐ",_,"d--------","AuxZ",_,_
"0031-003",518898,604,"manual",110132722,_,110132720,"1","9","9-40","ἠδυνήθησαν",_,_,"δύναμαι",_,"v3paip---","PRED_CO",_,_
"0031-003",518898,604,"manual",110132723,_,0,"1","9","9-40",".",_,_,"_",_,"u--------","AuxK",_,_
"0031-003",518899,605,"manual",110132724,_,110132728,"1","9","9-41","ἀποκριθεὶς",_,_,"ἀποκρίνω",_,"v-sappmn-","ADV",_,_
"0031-003",518899,605,"manual",110132725,_,110132728,"1","9","9-41","δὲ",_,_,"δέ",_,"b--------","AuxY",_,_
"0031-003",518899,605,"manual",110132726,_,110132727,"1","9","9-41","ὁ",_,_,"ὁ",_,"l-s---mn-","ATR",_,_
"0031-003",518899,605,"manual",110132727,_,110132728,"1","9","9-41","Ἰησοῦς",_,_,"Ἰησοῦς",_,"n-s---mn-","SBJ",_,_
"0031-003",518899,605,"manual",110132728,_,0,"1","9","9-41","εἶπεν",_,_,"λέγω",_,"v3saia---","PRED",_,_
"0031-003",518899,605,"manual",110132729,_,0,"1","9","9-41","·",_,_,"_",_,"u--------","AuxK",_,_
"0031-003",518900,606,"manual",110132730,_,110132731,"1","9","9-41","ὦ",_,_,"ὦ",_,"i--------","AuxZ",_,_
"0031-003",518900,606,"manual",110132731,_,110132741,"1","9","9-41","γενεὰ",_,_,"γενεά",_,"n-s---fv-","ExD",_,_
"0031-003",518900,606,"manual",110132732,_,110132733,"1","9","9-41","ἄπιστος",_,_,"ἄπιστος",_,"a-s---fn-","ATR_CO",_,_
"0031-003",518900,606,"manual",110132733,_,110132731,"1","9","9-41","καὶ",_,_,"καί",_,"b--------","COORD",_,_
"0031-003",518900,606,"manual",110132734,_,110132733,"1","9","9-41","διεστραμμένη",_,_,"διαστρέφω",_,"v-srpmfn-","ATR_CO",_,_
"0031-003",518900,606,"manual",110132735,_,0,"1","9","9-41",",",_,_,"_",_,"u--------","AuxX",_,_
"0031-003",518900,606,"manual",110132736,_,110132738,"1","9","9-41","ἕως",_,_,"ἕως",_,"r--------","AuxP",_,_
"0031-003",518900,606,"manual",110132737,_,110132736,"1","9","9-41","πότε",_,_,"πότε",_,"d--------","ADV",_,_
"0031-003",518900,606,"manual",110132738,_,110132741,"1","9","9-41","ἔσομαι",_,_,"εἰμί",_,"v1sfim---","PRED_CO",_,_
"0031-003",518900,606,"manual",110132739,_,110132738,"1","9","9-41","πρὸς",_,_,"πρός",_,"r--------","AuxP",_,_
"0031-003",518900,606,"manual",110132740,_,110132739,"1","9","9-41","ὑμᾶς",_,_,"σύ",_,"p2p---ca-","PNOM",_,_
"0031-003",518900,606,"manual",110132741,_,0,"1","9","9-41","καὶ",_,_,"καί",_,"b--------","COORD",_,_
"0031-003",518900,606,"manual",110132742,_,110132741,"1","9","9-41","ἀνέξομαι",_,_,"ἀνέχω",_,"v1sfim---","PRED_CO",_,_
"0031-003",518900,606,"manual",110132743,_,110132742,"1","9","9-41","ὑμῶν",_,_,"σύ",_,"p2p---cg-","OBJ",_,_
"0031-003",518900,606,"manual",110132744,_,0,"1","9","9-41",";",_,_,"_",_,"u--------","AuxK",_,_
"0031-003",518901,607,"manual",110132745,_,0,"1","9","9-41","προσάγαγε",_,_,"προσάγω",_,"v2sama---","PRED",_,_
"0031-003",518901,607,"manual",110132746,_,110132745,"1","9","9-41","ὧδε",_,_,"ὧδε",_,"d--------","OBJ",_,_
"0031-003",518901,607,"manual",110132747,_,110132748,"1","9","9-41","τὸν",_,_,"ὁ",_,"l-s---ma-","ATR",_,_
"0031-003",518901,607,"manual",110132748,_,110132745,"1","9","9-41","υἱόν",_,_,"υἱός",_,"n-s---ma-","OBJ",_,_
"0031-003",518901,607,"manual",110132749,_,110132748,"1","9","9-41","σου",_,_,"σύ",_,"p2s---cg-","ATR",_,_
"0031-003",518901,607,"manual",110132750,_,0,"1","9","9-41",".",_,_,"_",_,"u--------","AuxK",_,_
"0031-003",518902,608,"manual",110132751,_,110132753,"1","9","9-42","ἔτι",_,_,"ἔτι",_,"d--------","ADV",_,_
"0031-003",518902,608,"manual",110132752,_,110132755,"1","9","9-42","δὲ",_,_,"δέ",_,"b--------","AuxY",_,_
"0031-003",518902,608,"manual",110132753,_,110132755,"1","9","9-42","προσερχομένου",_,_,"προσέρχομαι",_,"v-sppmmg-","ADV",_,_
"0031-003",518902,608,"manual",110132754,_,110132753,"1","9","9-42","αὐτοῦ",_,_,"αὐτός",_,"p-s---mg-","SBJ",_,_
"0031-003",518902,608,"manual",110132755,_,110132759,"1","9","9-42","ἔρρηξεν",_,_,"ῥήγνυμι",_,"v3saia---","PRED_CO",_,_
"0031-003",518902,608,"manual",110132756,_,110132755,"1","9","9-42","αὐτὸν",_,_,"αὐτός",_,"p-s---ma-","OBJ",_,_
"0031-003",518902,608,"manual",110132757,_,110132758,"1","9","9-42","τὸ",_,_,"ὁ",_,"l-s---nn-","ATR",_,_
"0031-003",518902,608,"manual",110132758,_,110132755,"1","9","9-42","δαιμόνιον",_,_,"δαιμόνιον",_,"n-s---nn-","SBJ",_,_
"0031-003",518902,608,"manual",110132759,_,0,"1","9","9-42","καὶ",_,_,"καί",_,"b--------","COORD",_,_
"0031-003",518902,608,"manual",110132760,_,110132759,"1","9","9-42","συνεσπάραξεν",_,_,"συσπαράσσω",_,"v3saia---","PRED_CO",_,_
